ID	ParentID	SchemaID	Name	LongName	Description
421	419	1	Aroused	Property/Agent-property/Agent-state/Agent-emotional-state/Aroused	In a state reactive to stimuli leading to increased heart rate and blood pressure, sensory alertness, mobility and readiness to respond.
422	419	1	Awed	Property/Agent-property/Agent-state/Agent-emotional-state/Awed	Filled with wonder. Feeling grand, sublime or powerful emotions characterized by a combination of joy, fear, admiration, reverence, and/or respect.
423	419	1	Compassionate	Property/Agent-property/Agent-state/Agent-emotional-state/Compassionate	Feeling or showing sympathy and concern for others often evoked for a person who is in distress and associated with altruistic motivation.
424	419	1	Content	Property/Agent-property/Agent-state/Agent-emotional-state/Content	Feeling  satisfaction with things as they are.
425	419	1	Disgusted	Property/Agent-property/Agent-state/Agent-emotional-state/Disgusted	Feeling revulsion or profound disapproval aroused by something unpleasant or offensive.
426	419	1	Emotionally-neutral	Property/Agent-property/Agent-state/Agent-emotional-state/Emotionally-neutral	Feeling neither satisfied nor dissatisfied.
427	419	1	Empathetic	Property/Agent-property/Agent-state/Agent-emotional-state/Empathetic	Understanding and sharing the feelings of another. Being aware of, being sensitive to, and vicariously experiencing the feelings, thoughts, and experience of another.
428	419	1	Excited	Property/Agent-property/Agent-state/Agent-emotional-state/Excited	Feeling great enthusiasm and eagerness.
429	419	1	Fearful	Property/Agent-property/Agent-state/Agent-emotional-state/Fearful	Feeling apprehension that one may be in danger.
430	419	1	Frustrated	Property/Agent-property/Agent-state/Agent-emotional-state/Frustrated	Feeling annoyed as a result of being blocked, thwarted, disappointed or defeated.
431	419	1	Grieving	Property/Agent-property/Agent-state/Agent-emotional-state/Grieving	Feeling sorrow in response to loss, whether physical or abstract.
432	419	1	Happy	Property/Agent-property/Agent-state/Agent-emotional-state/Happy	Feeling pleased and content.
433	419	1	Jealous	Property/Agent-property/Agent-state/Agent-emotional-state/Jealous	Feeling threatened by a rival in a relationship with another individual, in particular an intimate partner, usually involves feelings of threat, fear, suspicion, distrust, anxiety, anger, betrayal, and rejection.
434	419	1	Joyful	Property/Agent-property/Agent-state/Agent-emotional-state/Joyful	Feeling delight or intense happiness.
435	419	1	Loving	Property/Agent-property/Agent-state/Agent-emotional-state/Loving	Feeling a strong positive emotion of affection and attraction.
436	419	1	Relieved	Property/Agent-property/Agent-state/Agent-emotional-state/Relieved	No longer feeling pain, distress,  anxiety, or reassured.
437	419	1	Sad	Property/Agent-property/Agent-state/Agent-emotional-state/Sad	Feeling grief or unhappiness.
438	419	1	Stressed	Property/Agent-property/Agent-state/Agent-emotional-state/Stressed	Experiencing mental or emotional strain or tension.
439	403	1	Agent-physiological-state	Property/Agent-property/Agent-state/Agent-physiological-state	Having to do with the mechanical, physical, or biochemical function of an agent.
440	439	1	Healthy	Property/Agent-property/Agent-state/Agent-physiological-state/Healthy	Having no significant health-related issues.
441	439	1	Hungry	Property/Agent-property/Agent-state/Agent-physiological-state/Hungry	Being in a state of craving or desiring food.
442	439	1	Rested	Property/Agent-property/Agent-state/Agent-physiological-state/Rested	Feeling refreshed and relaxed.
443	439	1	Sated	Property/Agent-property/Agent-state/Agent-physiological-state/Sated	Feeling full.
444	439	1	Sick	Property/Agent-property/Agent-state/Agent-physiological-state/Sick	Being in a state of ill health, bodily malfunction, or discomfort.
445	439	1	Thirsty	Property/Agent-property/Agent-state/Agent-physiological-state/Thirsty	Feeling a need to drink.
446	439	1	Tired	Property/Agent-property/Agent-state/Agent-physiological-state/Tired	Feeling in need of sleep or rest.
447	403	1	Agent-postural-state	Property/Agent-property/Agent-state/Agent-postural-state	Pertaining to the position in which agent holds their body.
448	447	1	Crouching	Property/Agent-property/Agent-state/Agent-postural-state/Crouching	Adopting a position where the knees are bent and the upper body is brought forward and down, sometimes to avoid detection or to defend oneself.
449	447	1	Eyes-closed	Property/Agent-property/Agent-state/Agent-postural-state/Eyes-closed	Keeping eyes closed with no blinking.
450	447	1	Eyes-open	Property/Agent-property/Agent-state/Agent-postural-state/Eyes-open	Keeping eyes open with occasional blinking.
451	447	1	Kneeling	Property/Agent-property/Agent-state/Agent-postural-state/Kneeling	Positioned where one or both knees are on the ground.
452	447	1	On-treadmill	Property/Agent-property/Agent-state/Agent-postural-state/On-treadmill	Ambulation on an exercise apparatus with an endless moving belt to support moving in place.
453	447	1	Prone	Property/Agent-property/Agent-state/Agent-postural-state/Prone	Positioned in a recumbent body position whereby the person lies on its stomach and faces downward.
454	447	1	Sitting	Property/Agent-property/Agent-state/Agent-postural-state/Sitting	In a seated position.
455	447	1	Standing	Property/Agent-property/Agent-state/Agent-postural-state/Standing	Assuming or maintaining an erect upright position.
456	447	1	Seated-with-chin-rest	Property/Agent-property/Agent-state/Agent-postural-state/Seated-with-chin-rest	Using a device that supports the chin and head.
457	402	1	Agent-task-role	Property/Agent-property/Agent-task-role	The function or part that is ascribed to an agent in performing the task.
458	457	1	Experiment-actor	Property/Agent-property/Agent-task-role/Experiment-actor	An agent who plays a predetermined role to create the experiment scenario.
459	457	1	Experiment-controller	Property/Agent-property/Agent-task-role/Experiment-controller	An agent exerting control over some aspect of the experiment.
460	457	1	Experiment-participant	Property/Agent-property/Agent-task-role/Experiment-participant	Someone who takes part in an activity related to an experiment.
461	457	1	Experimenter	Property/Agent-property/Agent-task-role/Experimenter	Person who is the owner of the experiment and has its responsibility.
462	402	1	Agent-trait	Property/Agent-property/Agent-trait	A genetically, environmentally, or socially determined characteristic of an agent.
463	462	1	Age	Property/Agent-property/Agent-trait/Age	Length of time elapsed time since birth of the agent.
464	462	1	Agent-experience-level	Property/Agent-property/Agent-trait/Agent-experience-level	Amount of skill or knowledge that the agent has as pertains to the task.
465	464	1	Expert-level	Property/Agent-property/Agent-trait/Agent-experience-level/Expert-level	Having comprehensive and authoritative knowledge of or skill in a particular area related to the task.
466	464	1	Intermediate-experience-level	Property/Agent-property/Agent-trait/Agent-experience-level/Intermediate-experience-level	Having a moderate amount of knowledge or skill related to the task.
467	464	1	Novice-level	Property/Agent-property/Agent-trait/Agent-experience-level/Novice-level	Being inexperienced in a field or situation related to the task.
468	462	1	Gender	Property/Agent-property/Agent-trait/Gender	Characteristics that are socially constructed, including norms, behaviors, and roles based on sex.
469	462	1	Sex	Property/Agent-property/Agent-trait/Sex	Physical properties or qualities by which male is distinguished from female.
470	469	1	Female	Property/Agent-property/Agent-trait/Sex/Female	Biological sex of an individual with female sexual organs such ova.
471	469	1	Male	Property/Agent-property/Agent-trait/Sex/Male	Biological sex of an individual with male sexual organs producing sperm.
472	469	1	Intersex	Property/Agent-property/Agent-trait/Sex/Intersex	Having genitalia and/or secondary sexual characteristics of indeterminate sex.
473	462	1	Handedness	Property/Agent-property/Agent-trait/Handedness	Individual preference for use of a hand, known as the dominant hand.
474	473	1	Left-handed	Property/Agent-property/Agent-trait/Handedness/Left-handed	Preference for using the left hand or foot for tasks requiring the use of a single hand or foot.
475	473	1	Right-handed	Property/Agent-property/Agent-trait/Handedness/Right-handed	Preference for using the right hand or foot for tasks requiring the use of a single hand or foot.
476	473	1	Ambidextrous	Property/Agent-property/Agent-trait/Handedness/Ambidextrous	Having no overall dominance in the use of right or left hand or foot in the performance of tasks that require one hand or foot.
477	401	1	Data-property	Property/Data-property	Something that pertains to data or information.
478	477	1	Data-marker	Property/Data-property/Data-marker	An indicator placed to mark something.
479	478	1	Data-break-marker	Property/Data-property/Data-marker/Data-break-marker	An indicator place to indicate a gap in the data.
480	478	1	Temporal-marker	Property/Data-property/Data-marker/Temporal-marker	An indicator placed at a particular time in the data.
481	480	1	Onset	Property/Data-property/Data-marker/Temporal-marker/Onset	Labels the start or beginning of something, usually an event.
482	480	1	Offset	Property/Data-property/Data-marker/Temporal-marker/Offset	Labels the time at which something stops.
483	480	1	Pause	Property/Data-property/Data-marker/Temporal-marker/Pause	Indicates the temporary interruption of  the operation a process and subsequently wait for a signal to continue.
484	480	1	Time-out	Property/Data-property/Data-marker/Temporal-marker/Time-out	A cancellation or cessation that automatically occurs when a predefined interval of time has passed without a certain event occurring.
485	480	1	Time-sync	Property/Data-property/Data-marker/Temporal-marker/Time-sync	A synchronization signal whose purpose to help synchronize different signals or processes. Often used to indicate a marker inserted into the recorded data to allow post hoc synchronization of concurrently recorded data streams.
486	477	1	Data-resolution	Property/Data-property/Data-resolution	Smallest change in a quality being measured by an sensor that causes a perceptible change.
487	486	1	Printer-resolution	Property/Data-property/Data-resolution/Printer-resolution	Resolution of a printer, usually expressed as the number of dots-per-inch for a printer.
488	486	1	Screen-resolution	Property/Data-property/Data-resolution/Screen-resolution	Resolution of a screen, usually expressed as the of pixels in a dimension for a digital display device.
489	486	1	Sensory-resolution	Property/Data-property/Data-resolution/Sensory-resolution	Resolution of measurements by a sensing device.
490	486	1	Spatial-resolution	Property/Data-property/Data-resolution/Spatial-resolution	Linear spacing of a spatial measurement.
491	486	1	Spectral-resolution	Property/Data-property/Data-resolution/Spectral-resolution	Measures the ability of a sensor to  resolve features in the electromagnetic spectrum.
492	486	1	Temporal-resolution	Property/Data-property/Data-resolution/Temporal-resolution	Measures the ability of a sensor to  resolve features in time.
493	477	1	Data-source-type	Property/Data-property/Data-source-type	The type of place, person, or thing from which the data comes or can be obtained.
494	493	1	Computed-feature	Property/Data-property/Data-source-type/Computed-feature	A feature computed from the data by a tool. This tag should be grouped with a label of the form Toolname_propertyName.
495	493	1	Computed-prediction	Property/Data-property/Data-source-type/Computed-prediction	A computed extrapolation of known data.
496	493	1	Expert-annotation	Property/Data-property/Data-source-type/Expert-annotation	An explanatory or critical comment or other in-context information provided by an authority.
497	493	1	Instrument-measurement	Property/Data-property/Data-source-type/Instrument-measurement	Information obtained from a device that is used to measure material properties or make other observations.
498	493	1	Observation	Property/Data-property/Data-source-type/Observation	Active acquisition of information from a primary source. Should be grouped with a label of the form AgentID_featureName.
499	477	1	Data-value	Property/Data-property/Data-value	Designation of the type of a data item.
500	499	1	Categorical-value	Property/Data-property/Data-value/Categorical-value	Indicates that something can take on a limited and usually fixed number of possible values.
501	500	1	Categorical-class-value	Property/Data-property/Data-value/Categorical-value/Categorical-class-value	Categorical values that fall into discrete classes such as true or false. The grouping is absolute in the sense that it is the same for all participants.
502	501	1	All	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/All	To a complete degree or to the full or entire extent.
503	501	1	Correct	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Correct	Free from error. Especially conforming to fact or truth.
504	501	1	Explicit	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Explicit	Stated clearly and in detail, leaving no room for confusion or doubt.
505	501	1	False	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/False	Not in accordance with facts, reality or definitive criteria.
506	501	1	Implicit	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Implicit	Implied though not plainly expressed.
507	501	1	Invalid	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Invalid	Not allowed or not conforming to the correct format or specifications.
508	501	1	None	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/None	No person or thing, nobody, not any.
509	501	1	Some	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Some	At least a small amount or number of, but not a large amount of, or often.
510	501	1	True	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/True	Conforming to facts, reality or definitive criteria.
511	501	1	Valid	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Valid	Allowable, usable, or acceptable.
512	501	1	Wrong	Property/Data-property/Data-value/Categorical-value/Categorical-class-value/Wrong	Inaccurate or not correct.
513	500	1	Categorical-judgment-value	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value	Categorical values that are based on the judgment or perception of the participant such familiar and famous.
514	513	1	Abnormal	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Abnormal	Deviating in any way from the state, position, structure, condition, behavior, or rule which is considered a norm.
515	513	1	Asymmetrical	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Asymmetrical	Lacking symmetry or having parts that fail to correspond to one another in shape, size, or arrangement.
516	513	1	Audible	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Audible	A sound that can be perceived by the participant.
517	513	1	Congruent	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Congruent	Concordance of multiple evidence lines. In agreement or harmony.
518	513	1	Complex	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Complex	Hard, involved or complicated, elaborate, having many parts.
519	513	1	Constrained	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Constrained	Keeping something within particular limits or bounds.
520	513	1	Disordered	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Disordered	Not neatly arranged. Confused and untidy. A structural quality in which the parts of an object are non-rigid.
521	513	1	Familiar	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Familiar	Recognized, familiar, or within the scope of knowledge.
522	513	1	Famous	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Famous	A person who has a high degree of recognition by the general population for his or her success or accomplishments. A famous person.
523	513	1	Inaudible	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Inaudible	A sound below the threshold of perception of the participant.
524	513	1	Incongruent	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Incongruent	Not in agreement or harmony.
525	513	1	Involuntary	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Involuntary	An action that is not made by choice. In the body, involuntary actions (such as blushing) occur automatically, and cannot be controlled by choice.
526	513	1	Masked	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Masked	Information exists but is not provided or is partially obscured due to security,  privacy, or other concerns.
527	513	1	Normal	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Normal	Being approximately average or within certain limits. Conforming with or constituting a norm or standard or level or type or social norm.
528	513	1	Ordered	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Ordered	Conforming to a logical or comprehensible arrangement of separate elements.
529	513	1	Simple	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Simple	Easily understood or presenting no difficulties.
530	513	1	Symmetrical	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Symmetrical	Made up of exactly similar parts facing each other or around an axis. Showing aspects of symmetry.
531	513	1	Unconstrained	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Unconstrained	Moving without restriction.
532	513	1	Unfamiliar	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Unfamiliar	Not having knowledge or experience of.
533	513	1	Unmasked	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Unmasked	Information is revealed.
534	513	1	Voluntary	Property/Data-property/Data-value/Categorical-value/Categorical-judgment-value/Voluntary	Using free will or design; not forced or compelled; controlled by individual volition.
535	500	1	Categorical-level-value	Property/Data-property/Data-value/Categorical-value/Categorical-level-value	Categorical values based on dividing a continuous variable into levels such as high and low.
536	535	1	Cold	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Cold	Having an absence of heat.
537	535	1	Deep	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Deep	Extending relatively far inward or downward.
538	535	1	High	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High	Having a greater than normal degree, intensity, or amount.
539	535	1	Hot	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Hot	Having an excess of heat.
540	535	1	Large	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Large	Having a great extent such as in physical dimensions, period of time, amplitude or frequency.
541	535	1	Liminal	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Liminal	Situated at a sensory threshold that is barely perceptible or capable of eliciting a response.
542	535	1	Loud	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Loud	Having a perceived high intensity of sound.
543	535	1	Low	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Low	Less than normal in degree, intensity or amount.
544	535	1	Medium	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Medium	Mid-way between small and large in number, quantity, magnitude or extent.
545	535	1	Negative	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Negative	Involving disadvantage or harm.
546	535	1	Positive	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Positive	Involving advantage or good.
547	535	1	Quiet	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Quiet	Characterizing a perceived low intensity of sound.
548	535	1	Rough	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Rough	Having a surface with perceptible bumps, ridges, or irregularities.
549	535	1	Shallow	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Shallow	Having a depth which is relatively low.
550	535	1	Small	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Small	Having a small extent such as in physical dimensions, period of time, amplitude or frequency.
551	535	1	Smooth	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Smooth	Having a surface free from bumps, ridges, or irregularities.
552	535	1	Subliminal	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Subliminal	Situated below a sensory threshold that is imperceptible or not capable of eliciting a response.
553	535	1	Supraliminal	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Supraliminal	Situated above a sensory threshold that is perceptible or capable of eliciting a response.
554	535	1	Thick	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Thick	Wide in width, extent or cross-section.
555	535	1	Thin	Property/Data-property/Data-value/Categorical-value/Categorical-level-value/Thin	Narrow in width, extent or cross-section.
556	500	1	Categorical-orientation-value	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value	Value indicating the orientation or direction of something.
557	556	1	Backward	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Backward	Directed behind or to the rear.
558	556	1	Downward	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Downward	Moving or leading toward a lower place or level.
559	556	1	Forward	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Forward	At or near or directed toward the front.
560	556	1	Horizontally-oriented	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Horizontally-oriented	Oriented parallel to or in the plane of the horizon.
561	556	1	Leftward	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Leftward	Going toward or facing the left.
562	556	1	Oblique	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Oblique	Slanting or inclined in direction, course, or position that is neither parallel nor perpendicular nor right-angular.
563	556	1	Rightward	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Rightward	Going toward or situated on the right.
564	556	1	Rotated	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Rotated	Positioned offset around an axis or center.
565	556	1	Upward	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Upward	Moving, pointing, or leading to a higher place, point, or level.
566	556	1	Vertically-oriented	Property/Data-property/Data-value/Categorical-value/Categorical-orientation-value/Vertically-oriented	Oriented perpendicular to the plane of the horizon.
567	499	1	Physical-value	Property/Data-property/Data-value/Physical-value	The value of some physical property of something.
568	567	1	Weight	Property/Data-property/Data-value/Physical-value/Weight	The relative mass or the quantity of matter contained by something.
569	567	1	Temperature	Property/Data-property/Data-value/Physical-value/Temperature	A measure of hot or cold based on the average kinetic energy of the atoms or molecules in the system.
570	499	1	Quantitative-value	Property/Data-property/Data-value/Quantitative-value	Something capable of being estimated or expressed with numeric values.
571	570	1	Fraction	Property/Data-property/Data-value/Quantitative-value/Fraction	A numerical value between 0 and 1.
572	570	1	Item-count	Property/Data-property/Data-value/Quantitative-value/Item-count	The integer count of something which is usually grouped with the entity it is counting. (Item-count/3, A) indicates that 3 of A have occurred up to this point.
573	570	1	Item-index	Property/Data-property/Data-value/Quantitative-value/Item-index	The index of an item in a collection, sequence or other structure. (A (Item-index/3, B)) means that A is item number 3 in B.
574	570	1	Item-interval	Property/Data-property/Data-value/Quantitative-value/Item-interval	An integer indicating how many items or entities have passed since the last one of these. An item interval of 0 indicates the current item.
575	570	1	Percentage	Property/Data-property/Data-value/Quantitative-value/Percentage	A fraction or ratio with 100 understood as the denominator.
576	570	1	Ratio	Property/Data-property/Data-value/Quantitative-value/Ratio	A quotient of quantities of the same kind for different components within the same system.
577	499	1	Statistical-value	Property/Data-property/Data-value/Statistical-value	A value based on or employing the principles of statistics.
578	577	1	Data-maximum	Property/Data-property/Data-value/Statistical-value/Data-maximum	The largest possible quantity or degree.
579	577	1	Data-mean	Property/Data-property/Data-value/Statistical-value/Data-mean	The sum of a set of values divided by the number of values in the set.
580	577	1	Data-median	Property/Data-property/Data-value/Statistical-value/Data-median	The value which has an equal number of values greater and less than it.
581	577	1	Data-minimum	Property/Data-property/Data-value/Statistical-value/Data-minimum	The smallest possible quantity.
582	577	1	Probability	Property/Data-property/Data-value/Statistical-value/Probability	A measure of the expectation of the occurrence of a particular event.
583	577	1	Standard-deviation	Property/Data-property/Data-value/Statistical-value/Standard-deviation	A measure of the range of values in a set of numbers. Standard deviation is a statistic used as a measure of the dispersion or variation in a distribution, equal to the square root of the arithmetic mean of the squares of the deviations from the arithmetic mean.
584	577	1	Statistical-accuracy	Property/Data-property/Data-value/Statistical-value/Statistical-accuracy	A measure of closeness to true value expressed as a number between 0 and 1.
585	577	1	Statistical-precision	Property/Data-property/Data-value/Statistical-value/Statistical-precision	A quantitative representation of the degree of accuracy necessary for or associated with a particular action.
586	577	1	Statistical-recall	Property/Data-property/Data-value/Statistical-value/Statistical-recall	Sensitivity is a measurement datum qualifying a binary classification test and is computed by substracting the false negative rate to the integral numeral 1.
587	577	1	Statistical-uncertainty	Property/Data-property/Data-value/Statistical-value/Statistical-uncertainty	A measure of the inherent variability of repeated observation measurements of a quantity including quantities evaluated by statistical methods and by other means.
588	499	1	Spatiotemporal-value	Property/Data-property/Data-value/Spatiotemporal-value	A property relating to space and/or time.
589	588	1	Rate-of-change	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change	The amount of change accumulated per unit time.
590	589	1	Acceleration	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Acceleration	Magnitude of the rate of change in either speed or direction. The direction of change should be given separately.
591	589	1	Frequency	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Frequency	Frequency is the number of occurrences of a repeating event per unit time.
592	589	1	Jerk-rate	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Jerk-rate	Magnitude of the rate at which the acceleration of an object changes with respect to time. The direction of change should be given separately.
593	589	1	Sampling-rate	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Sampling-rate	The number of digital samples taken or recorded per unit of time.
594	589	1	Refresh-rate	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Refresh-rate	The frequency with which the image on a computer monitor or similar electronic display screen is refreshed, usually expressed in hertz.
595	589	1	Speed	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Speed	A scalar measure of the rate of movement of the object expressed either as the distance travelled divided by the time taken (average speed) or the rate of change of position with respect to time at a particular point (instantaneous speed). The direction of change should be given separately.
596	589	1	Temporal-rate	Property/Data-property/Data-value/Spatiotemporal-value/Rate-of-change/Temporal-rate	The number of items per unit of time.
597	588	1	Spatial-value	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value	Value of an item involving space.
598	597	1	Angle	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Angle	The amount of inclination of one line to another or the plane of one object to another.
599	597	1	Distance	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Distance	A measure of the space separating two objects or points.
600	597	1	Position	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Position	A reference to the alignment of an object, a particular situation or view of a situation, or the location of an object. Coordinates with respect a specified frame of reference or the default Screen-frame if no frame is given.
601	600	1	X-position	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Position/X-position	The position along the x-axis of the frame of reference.
602	600	1	Y-position	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Position/Y-position	The position along the y-axis of the frame of reference.
603	600	1	Z-position	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Position/Z-position	The position along the z-axis of the frame of reference.
604	597	1	Size	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size	The physical magnitude of something.
605	604	1	Area	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size/Area	The extent of a 2-dimensional surface enclosed within a boundary.
606	604	1	Depth	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size/Depth	The distance from the surface of something especially from the perspective of looking from the front.
607	604	1	Length	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size/Length	The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.
608	604	1	Width	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size/Width	The extent or measurement of something from side to side.
609	604	1	Height	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size/Height	The vertical measurement or distance from the base to the top of an object.
610	604	1	Volume	Property/Data-property/Data-value/Spatiotemporal-value/Spatial-value/Size/Volume	The amount of three dimensional space occupied by an object or the capacity of a space or container.
611	588	1	Temporal-value	Property/Data-property/Data-value/Spatiotemporal-value/Temporal-value	A characteristic of or relating to time or limited by time.
612	611	1	Delay	Property/Data-property/Data-value/Spatiotemporal-value/Temporal-value/Delay	Time during which some action is awaited.
613	611	1	Duration	Property/Data-property/Data-value/Spatiotemporal-value/Temporal-value/Duration	The period of time during which something occurs or continues.
614	611	1	Time-interval	Property/Data-property/Data-value/Spatiotemporal-value/Temporal-value/Time-interval	The period of time separating two instances, events, or occurrences.
615	611	1	Time-value	Property/Data-property/Data-value/Spatiotemporal-value/Temporal-value/Time-value	A value with units of time. Usually grouped with tags identifying what the value represents.
616	477	1	Data-variability-attribute	Property/Data-property/Data-variability-attribute	An attribute describing how something changes or varies.
617	616	1	Abrupt	Property/Data-property/Data-variability-attribute/Abrupt	Marked by sudden change.
618	616	1	Constant	Property/Data-property/Data-variability-attribute/Constant	Continually recurring or continuing without interruption. Not changing in time or space.
619	616	1	Continuous	Property/Data-property/Data-variability-attribute/Continuous	Uninterrupted in time, sequence, substance, or extent.
620	616	1	Decreasing	Property/Data-property/Data-variability-attribute/Decreasing	Becoming smaller or fewer in size, amount, intensity, or degree.
621	616	1	Deterministic	Property/Data-property/Data-variability-attribute/Deterministic	No randomness is involved in the development of the future states of the element.
622	616	1	Discontinuous	Property/Data-property/Data-variability-attribute/Discontinuous	Having a gap in time, sequence, substance, or extent.
623	616	1	Discrete	Property/Data-property/Data-variability-attribute/Discrete	Constituting a separate entities or parts.
624	616	1	Flickering	Property/Data-property/Data-variability-attribute/Flickering	Moving irregularly or unsteadily or burning or shining fitfully or with a fluctuating light.
625	616	1	Estimated-value	Property/Data-property/Data-variability-attribute/Estimated-value	Something that has been calculated or measured approximately.
626	616	1	Exact-value	Property/Data-property/Data-variability-attribute/Exact-value	A value that is viewed to the true value according to some standard.
627	616	1	Fractal	Property/Data-property/Data-variability-attribute/Fractal	Having extremely irregular curves or shapes for which any suitably chosen part is similar in shape to a given larger or smaller part when magnified or reduced to the same size.
628	616	1	Increasing	Property/Data-property/Data-variability-attribute/Increasing	Becoming greater in size, amount, or degree.
629	616	1	Random	Property/Data-property/Data-variability-attribute/Random	Governed by or depending on chance. Lacking any definite plan or order or purpose.
630	616	1	Repetitive	Property/Data-property/Data-variability-attribute/Repetitive	A recurring action that is often non-purposeful.
631	616	1	Stochastic	Property/Data-property/Data-variability-attribute/Stochastic	Uses  a random probability distribution or pattern that may be analysed statistically but may not be predicted precisely to determine future states.
632	616	1	Varying	Property/Data-property/Data-variability-attribute/Varying	Differing in size, amount, degree, or nature.
633	401	1	Environmental-property	Property/Environmental-property	Relating to or arising from the surroundings of an agent.
634	633	1	Indoors	Property/Environmental-property/Indoors	Located inside a building or enclosure.
635	633	1	Outdoors	Property/Environmental-property/Outdoors	Any area outside a building or shelter.
636	633	1	Real-world	Property/Environmental-property/Real-world	Located in a place that exists in real space and time under realistic conditions.
