PhysiologicalTaskEventID	PhysiologicalFileID	EventFileID	InsertTime	Onset	Duration	EventCode	EventValue	EventSample	EventType	TrialType	ResponseTime
5238	4	4	2019-08-21 15:10:22	371.492000	0.000000	\N	\N	\N	\N	press-left	\N
5239	4	4	2019-08-21 15:10:22	372.079000	0.000000	\N	\N	\N	\N	face-upright	\N
5240	4	4	2019-08-21 15:10:22	372.944000	0.000000	\N	\N	\N	\N	house-upright	\N
5241	4	4	2019-08-21 15:10:22	373.761000	0.000000	\N	\N	\N	\N	face-inverted	\N
5242	4	4	2019-08-21 15:10:22	374.692000	0.000000	\N	\N	\N	\N	checker-left	\N
5243	4	4	2019-08-21 15:10:22	375.069000	0.000000	\N	\N	\N	\N	press-left	\N
5244	4	4	2019-08-21 15:10:22	375.691000	0.000000	\N	\N	\N	\N	face-upright	\N
5245	4	4	2019-08-21 15:10:22	376.641000	0.000000	\N	\N	\N	\N	checker-right	\N
5246	4	4	2019-08-21 15:10:22	376.964000	0.000000	\N	\N	\N	\N	press-right	\N
5247	4	4	2019-08-21 15:10:22	377.556000	0.000000	\N	\N	\N	\N	house-upright	\N
5248	4	4	2019-08-21 15:10:22	378.521000	0.000000	\N	\N	\N	\N	house-inverted	\N
5249	4	4	2019-08-21 15:10:22	379.338000	0.000000	\N	\N	\N	\N	face-upright	\N
5250	4	4	2019-08-21 15:10:22	380.319000	0.000000	\N	\N	\N	\N	checker-right	\N
5251	4	4	2019-08-21 15:10:22	380.793000	0.000000	\N	\N	\N	\N	press-right	\N
5252	4	4	2019-08-21 15:10:22	381.169000	0.000000	\N	\N	\N	\N	checker-left	\N
5253	4	4	2019-08-21 15:10:22	381.619000	0.000000	\N	\N	\N	\N	press-left	\N
5254	4	4	2019-08-21 15:10:22	382.135000	0.000000	\N	\N	\N	\N	face-inverted	\N
5255	4	4	2019-08-21 15:10:22	383.017000	0.000000	\N	\N	\N	\N	house-inverted	\N
5256	4	4	2019-08-21 15:10:22	383.883000	0.000000	\N	\N	\N	\N	house-upright	\N
5257	4	4	2019-08-21 15:10:22	384.849000	0.000000	\N	\N	\N	\N	checker-right	\N
5258	4	4	2019-08-21 15:10:22	385.166000	0.000000	\N	\N	\N	\N	press-right	\N
5259	4	4	2019-08-21 15:10:22	385.614000	0.000000	\N	\N	\N	\N	house-upright	\N
5260	4	4	2019-08-21 15:10:22	386.413000	0.000000	\N	\N	\N	\N	face-upright	\N
5261	4	4	2019-08-21 15:10:22	387.229000	0.000000	\N	\N	\N	\N	checker-left	\N
5262	4	4	2019-08-21 15:10:22	387.604000	0.000000	\N	\N	\N	\N	press-left	\N
5263	4	4	2019-08-21 15:10:22	388.145000	0.000000	\N	\N	\N	\N	face-inverted	\N
5264	4	4	2019-08-21 15:10:22	389.027000	0.000000	\N	\N	\N	\N	house-inverted	\N
5265	4	4	2019-08-21 15:10:22	389.926000	0.000000	\N	\N	\N	\N	house-upright	\N
5266	4	4	2019-08-21 15:10:22	390.875000	0.000000	\N	\N	\N	\N	checker-left	\N
5267	4	4	2019-08-21 15:10:22	391.242000	0.000000	\N	\N	\N	\N	press-left	\N
5268	4	4	2019-08-21 15:10:22	391.641000	0.000000	\N	\N	\N	\N	house-inverted	\N
5269	4	4	2019-08-21 15:10:22	392.474000	0.000000	\N	\N	\N	\N	face-inverted	\N
5270	4	4	2019-08-21 15:10:22	393.239000	0.000000	\N	\N	\N	\N	face-upright	\N
5271	4	4	2019-08-21 15:10:22	394.088000	0.000000	\N	\N	\N	\N	checker-right	\N
5272	4	4	2019-08-21 15:10:22	394.406000	0.000000	\N	\N	\N	\N	press-right	\N
5273	4	4	2019-08-21 15:10:22	394.938000	0.000000	\N	\N	\N	\N	house-inverted	\N
5274	4	4	2019-08-21 15:10:22	395.736000	0.000000	\N	\N	\N	\N	face-inverted	\N
5275	4	4	2019-08-21 15:10:22	396.735000	0.000000	\N	\N	\N	\N	face-upright	\N
5276	4	4	2019-08-21 15:10:22	397.567000	0.000000	\N	\N	\N	\N	house-upright	\N
5277	4	4	2019-08-21 15:10:22	398.517000	0.000000	\N	\N	\N	\N	checker-left	\N
5278	4	4	2019-08-21 15:10:22	399.102000	0.000000	\N	\N	\N	\N	press-left	\N
5279	4	4	2019-08-21 15:10:22	399.516000	0.000000	\N	\N	\N	\N	checker-right	\N
5280	4	4	2019-08-21 15:10:22	399.928000	0.000000	\N	\N	\N	\N	press-right	\N
5281	4	4	2019-08-21 15:10:22	400.448000	0.000000	\N	\N	\N	\N	house-inverted	\N
5282	4	4	2019-08-21 15:10:22	401.280000	0.000000	\N	\N	\N	\N	face-upright	\N
5283	4	4	2019-08-21 15:10:22	402.146000	0.000000	\N	\N	\N	\N	house-upright	\N
5284	4	4	2019-08-21 15:10:22	402.979000	0.000000	\N	\N	\N	\N	checker-left	\N
5285	4	4	2019-08-21 15:10:22	403.354000	0.000000	\N	\N	\N	\N	press-left	\N
5286	4	4	2019-08-21 15:10:22	403.978000	0.000000	\N	\N	\N	\N	face-inverted	\N
5287	4	4	2019-08-21 15:10:22	404.793000	0.000000	\N	\N	\N	\N	checker-right	\N
5288	4	4	2019-08-21 15:10:22	405.107000	0.000000	\N	\N	\N	\N	press-right	\N
5289	4	4	2019-08-21 15:10:22	405.809000	0.000000	\N	\N	\N	\N	face-inverted	\N
5290	4	4	2019-08-21 15:10:22	406.624000	0.000000	\N	\N	\N	\N	face-upright	\N
5291	4	4	2019-08-21 15:10:22	407.623000	0.000000	\N	\N	\N	\N	checker-left	\N
5292	4	4	2019-08-21 15:10:22	407.989000	0.000000	\N	\N	\N	\N	press-left	\N
5293	4	4	2019-08-21 15:10:22	408.522000	0.000000	\N	\N	\N	\N	house-upright	\N
5294	4	4	2019-08-21 15:10:22	409.388000	0.000000	\N	\N	\N	\N	house-inverted	\N
5295	4	4	2019-08-21 15:10:22	410.287000	0.000000	\N	\N	\N	\N	checker-right	\N
5296	4	4	2019-08-21 15:10:22	410.670000	0.000000	\N	\N	\N	\N	press-right	\N
5297	4	4	2019-08-21 15:10:22	411.152000	0.000000	\N	\N	\N	\N	house-inverted	\N
5298	4	4	2019-08-21 15:10:22	412.118000	0.000000	\N	\N	\N	\N	face-upright	\N
5299	4	4	2019-08-21 15:10:22	412.951000	0.000000	\N	\N	\N	\N	checker-right	\N
5300	4	4	2019-08-21 15:10:22	413.310000	0.000000	\N	\N	\N	\N	press-right	\N
5301	4	4	2019-08-21 15:10:22	413.833000	0.000000	\N	\N	\N	\N	house-upright	\N
5302	4	4	2019-08-21 15:10:22	414.699000	0.000000	\N	\N	\N	\N	face-inverted	\N
5303	4	4	2019-08-21 15:10:22	415.564000	0.000000	\N	\N	\N	\N	checker-left	\N
5304	4	4	2019-08-21 15:10:22	416.000000	0.000000	\N	\N	\N	\N	press-left	\N
5305	4	4	2019-08-21 15:10:22	416.347000	0.000000	\N	\N	\N	\N	checker-right	\N
5306	4	4	2019-08-21 15:10:22	416.796000	0.000000	\N	\N	\N	\N	press-right	\N
5307	4	4	2019-08-21 15:10:22	417.279000	0.000000	\N	\N	\N	\N	face-inverted	\N
5308	4	4	2019-08-21 15:10:22	418.229000	0.000000	\N	\N	\N	\N	house-inverted	\N
5309	4	4	2019-08-21 15:10:22	419.194000	0.000000	\N	\N	\N	\N	face-upright	\N
5310	4	4	2019-08-21 15:10:22	420.143000	0.000000	\N	\N	\N	\N	house-upright	\N
5311	4	4	2019-08-21 15:10:22	421.009000	0.000000	\N	\N	\N	\N	checker-left	\N
5312	4	4	2019-08-21 15:10:22	421.401000	0.000000	\N	\N	\N	\N	press-left	\N
5313	4	4	2019-08-21 15:10:22	421.941000	0.000000	\N	\N	\N	\N	house-upright	\N
5314	4	4	2019-08-21 15:10:22	422.823000	0.000000	\N	\N	\N	\N	face-upright	\N
5315	4	4	2019-08-21 15:10:22	423.656000	0.000000	\N	\N	\N	\N	house-inverted	\N
5316	4	4	2019-08-21 15:10:22	424.538000	0.000000	\N	\N	\N	\N	checker-left	\N
5317	4	4	2019-08-21 15:10:22	424.979000	0.000000	\N	\N	\N	\N	press-left	\N
5318	4	4	2019-08-21 15:10:22	425.388000	0.000000	\N	\N	\N	\N	face-inverted	\N
5319	4	4	2019-08-21 15:10:22	426.319000	0.000000	\N	\N	\N	\N	checker-right	\N
5320	4	4	2019-08-21 15:10:22	426.651000	0.000000	\N	\N	\N	\N	press-right	\N
5321	4	4	2019-08-21 15:10:22	427.235000	0.000000	\N	\N	\N	\N	house-inverted	\N
5322	4	4	2019-08-21 15:10:22	428.101000	0.000000	\N	\N	\N	\N	checker-left	\N
5323	4	4	2019-08-21 15:10:22	428.616000	0.000000	\N	\N	\N	\N	press-left	\N
5324	4	4	2019-08-21 15:10:22	429.083000	0.000000	\N	\N	\N	\N	face-upright	\N
5325	4	4	2019-08-21 15:10:22	429.949000	0.000000	\N	\N	\N	\N	checker-right	\N
5326	4	4	2019-08-21 15:10:22	430.229000	0.000000	\N	\N	\N	\N	press-right	\N
5327	4	4	2019-08-21 15:10:22	430.781000	0.000000	\N	\N	\N	\N	face-inverted	\N
5328	4	4	2019-08-21 15:10:22	431.664000	0.000000	\N	\N	\N	\N	house-upright	\N
5329	4	4	2019-08-21 15:10:22	432.446000	0.000000	\N	\N	\N	\N	face-upright	\N
5330	4	4	2019-08-21 15:10:22	433.445000	0.000000	\N	\N	\N	\N	house-inverted	\N
5331	4	4	2019-08-21 15:10:22	434.327000	0.000000	\N	\N	\N	\N	checker-right	\N
5332	4	4	2019-08-21 15:10:22	434.723000	0.000000	\N	\N	\N	\N	press-right	\N
5333	4	4	2019-08-21 15:10:22	435.276000	0.000000	\N	\N	\N	\N	face-inverted	\N
5334	4	4	2019-08-21 15:10:22	436.242000	0.000000	\N	\N	\N	\N	house-upright	\N
5335	4	4	2019-08-21 15:10:22	437.225000	0.000000	\N	\N	\N	\N	checker-left	\N
5336	4	4	2019-08-21 15:10:22	437.534000	0.000000	\N	\N	\N	\N	press-left	\N
5337	4	4	2019-08-21 15:10:22	438.023000	0.000000	\N	\N	\N	\N	house-upright	\N
5338	4	4	2019-08-21 15:10:22	439.006000	0.000000	\N	\N	\N	\N	face-upright	\N
5339	4	4	2019-08-21 15:10:22	439.872000	0.000000	\N	\N	\N	\N	face-inverted	\N
5340	4	4	2019-08-21 15:10:22	440.704000	0.000000	\N	\N	\N	\N	checker-left	\N
5341	4	4	2019-08-21 15:10:22	441.030000	0.000000	\N	\N	\N	\N	press-left	\N
5342	4	4	2019-08-21 15:10:22	441.586000	0.000000	\N	\N	\N	\N	checker-right	\N
5343	4	4	2019-08-21 15:10:22	441.957000	0.000000	\N	\N	\N	\N	press-right	\N
5344	4	4	2019-08-21 15:10:22	442.585000	0.000000	\N	\N	\N	\N	house-inverted	\N
5345	4	4	2019-08-21 15:10:22	443.401000	0.000000	\N	\N	\N	\N	face-upright	\N
5346	4	4	2019-08-21 15:10:22	444.250000	0.000000	\N	\N	\N	\N	checker-left	\N
5347	4	4	2019-08-21 15:10:22	444.628000	0.000000	\N	\N	\N	\N	press-left	\N
5348	4	4	2019-08-21 15:10:22	445.115000	0.000000	\N	\N	\N	\N	house-upright	\N
5349	4	4	2019-08-21 15:10:22	445.948000	0.000000	\N	\N	\N	\N	house-inverted	\N
5350	4	4	2019-08-21 15:10:22	446.964000	0.000000	\N	\N	\N	\N	checker-right	\N
5351	4	4	2019-08-21 15:10:22	447.218000	0.000000	\N	\N	\N	\N	press-right	\N
5352	4	4	2019-08-21 15:10:22	447.746000	0.000000	\N	\N	\N	\N	face-inverted	\N
5353	4	4	2019-08-21 15:10:22	448.612000	0.000000	\N	\N	\N	\N	checker-left	\N
5354	4	4	2019-08-21 15:10:22	449.001000	0.000000	\N	\N	\N	\N	press-left	\N
5355	4	4	2019-08-21 15:10:22	449.428000	0.000000	\N	\N	\N	\N	face-upright	\N
5356	4	4	2019-08-21 15:10:22	450.260000	0.000000	\N	\N	\N	\N	house-inverted	\N
5357	4	4	2019-08-21 15:10:22	451.176000	0.000000	\N	\N	\N	\N	checker-right	\N
5358	4	4	2019-08-21 15:10:22	451.460000	0.000000	\N	\N	\N	\N	press-right	\N
5359	4	4	2019-08-21 15:10:22	452.059000	0.000000	\N	\N	\N	\N	house-upright	\N
5360	4	4	2019-08-21 15:10:22	452.891000	0.000000	\N	\N	\N	\N	face-inverted	\N
5361	4	4	2019-08-21 15:10:22	453.756000	0.000000	\N	\N	\N	\N	checker-left	\N
5362	4	4	2019-08-21 15:10:22	454.120000	0.000000	\N	\N	\N	\N	press-left	\N
5363	4	4	2019-08-21 15:10:22	454.705000	0.000000	\N	\N	\N	\N	face-inverted	\N
5364	4	4	2019-08-21 15:10:22	455.704000	0.000000	\N	\N	\N	\N	house-inverted	\N
5365	4	4	2019-08-21 15:10:22	456.536000	0.000000	\N	\N	\N	\N	face-upright	\N
5366	4	4	2019-08-21 15:10:22	457.353000	0.000000	\N	\N	\N	\N	checker-right	\N
5367	4	4	2019-08-21 15:10:22	457.667000	0.000000	\N	\N	\N	\N	press-right	\N
5368	4	4	2019-08-21 15:10:22	458.168000	0.000000	\N	\N	\N	\N	house-upright	\N
5369	4	4	2019-08-21 15:10:22	459.134000	0.000000	\N	\N	\N	\N	house-upright	\N
5370	4	4	2019-08-21 15:10:22	459.999000	0.000000	\N	\N	\N	\N	checker-left	\N
5371	4	4	2019-08-21 15:10:22	460.316000	0.000000	\N	\N	\N	\N	press-left	\N
5372	4	4	2019-08-21 15:10:22	460.965000	0.000000	\N	\N	\N	\N	house-inverted	\N
5373	4	4	2019-08-21 15:10:22	461.947000	0.000000	\N	\N	\N	\N	checker-right	\N
5374	4	4	2019-08-21 15:10:22	462.252000	0.000000	\N	\N	\N	\N	press-right	\N
5375	4	4	2019-08-21 15:10:22	462.797000	0.000000	\N	\N	\N	\N	face-inverted	\N
5376	4	4	2019-08-21 15:10:22	463.562000	0.000000	\N	\N	\N	\N	face-upright	\N
5377	4	4	2019-08-21 15:10:22	464.411000	0.000000	\N	\N	\N	\N	checker-right	\N
5378	4	4	2019-08-21 15:10:22	464.801000	0.000000	\N	\N	\N	\N	press-right	\N
5379	4	4	2019-08-21 15:10:22	465.377000	0.000000	\N	\N	\N	\N	checker-left	\N
5380	4	4	2019-08-21 15:10:22	465.778000	0.000000	\N	\N	\N	\N	press-left	\N
5381	4	4	2019-08-21 15:10:22	466.226000	0.000000	\N	\N	\N	\N	house-upright	\N
5382	4	4	2019-08-21 15:10:22	467.025000	0.000000	\N	\N	\N	\N	face-inverted	\N
5383	4	4	2019-08-21 15:10:22	467.824000	0.000000	\N	\N	\N	\N	house-inverted	\N
5384	4	4	2019-08-21 15:10:22	468.623000	0.000000	\N	\N	\N	\N	face-upright	\N
5385	4	4	2019-08-21 15:10:22	469.556000	0.000000	\N	\N	\N	\N	checker-left	\N
5386	4	4	2019-08-21 15:10:22	469.869000	0.000000	\N	\N	\N	\N	press-left	\N
5387	4	4	2019-08-21 15:10:22	470.338000	0.000000	\N	\N	\N	\N	house-upright	\N
5388	4	4	2019-08-21 15:10:22	471.237000	0.000000	\N	\N	\N	\N	house-inverted	\N
5389	4	4	2019-08-21 15:10:22	472.236000	0.000000	\N	\N	\N	\N	face-inverted	\N
5390	4	4	2019-08-21 15:10:22	473.252000	0.000000	\N	\N	\N	\N	checker-right	\N
5391	4	4	2019-08-21 15:10:22	473.548000	0.000000	\N	\N	\N	\N	press-right	\N
5392	4	4	2019-08-21 15:10:22	474.051000	0.000000	\N	\N	\N	\N	face-upright	\N
5393	4	4	2019-08-21 15:10:22	475.017000	0.000000	\N	\N	\N	\N	face-upright	\N
5394	4	4	2019-08-21 15:10:22	476.016000	0.000000	\N	\N	\N	\N	checker-left	\N
5395	4	4	2019-08-21 15:10:22	476.399000	0.000000	\N	\N	\N	\N	press-left	\N
5396	4	4	2019-08-21 15:10:22	476.848000	0.000000	\N	\N	\N	\N	checker-right	\N
5397	4	4	2019-08-21 15:10:22	477.205000	0.000000	\N	\N	\N	\N	press-right	\N
5398	4	4	2019-08-21 15:10:22	477.730000	0.000000	\N	\N	\N	\N	house-inverted	\N
5399	4	4	2019-08-21 15:10:22	478.695000	0.000000	\N	\N	\N	\N	house-upright	\N
5400	4	4	2019-08-21 15:10:22	479.545000	0.000000	\N	\N	\N	\N	face-inverted	\N
5401	4	4	2019-08-21 15:10:22	480.460000	0.000000	\N	\N	\N	\N	checker-left	\N
5402	4	4	2019-08-21 15:10:22	480.793000	0.000000	\N	\N	\N	\N	press-left	\N
5403	4	4	2019-08-21 15:10:22	481.260000	0.000000	\N	\N	\N	\N	house-upright	\N
5404	4	4	2019-08-21 15:10:22	482.108000	0.000000	\N	\N	\N	\N	face-upright	\N
5405	4	4	2019-08-21 15:10:22	483.107000	0.000000	\N	\N	\N	\N	face-inverted	\N
5406	4	4	2019-08-21 15:10:22	483.974000	0.000000	\N	\N	\N	\N	checker-right	\N
5407	4	4	2019-08-21 15:10:22	484.310000	0.000000	\N	\N	\N	\N	press-right	\N
5408	4	4	2019-08-21 15:10:22	484.855000	0.000000	\N	\N	\N	\N	house-inverted	\N
5409	4	4	2019-08-21 15:10:22	485.805000	0.000000	\N	\N	\N	\N	face-inverted	\N
5410	4	4	2019-08-21 15:10:22	486.754000	0.000000	\N	\N	\N	\N	checker-right	\N
5411	4	4	2019-08-21 15:10:22	487.121000	0.000000	\N	\N	\N	\N	press-right	\N
5412	4	4	2019-08-21 15:10:22	487.636000	0.000000	\N	\N	\N	\N	house-inverted	\N
5413	4	4	2019-08-21 15:10:22	488.502000	0.000000	\N	\N	\N	\N	checker-left	\N
5414	4	4	2019-08-21 15:10:22	488.884000	0.000000	\N	\N	\N	\N	press-left	\N
5415	4	4	2019-08-21 15:10:22	489.400000	0.000000	\N	\N	\N	\N	face-upright	\N
5416	4	4	2019-08-21 15:10:22	490.283000	0.000000	\N	\N	\N	\N	house-upright	\N
5417	4	4	2019-08-21 15:10:22	491.148000	0.000000	\N	\N	\N	\N	face-inverted	\N
5418	4	4	2019-08-21 15:10:22	492.131000	0.000000	\N	\N	\N	\N	checker-left	\N
5419	4	4	2019-08-21 15:10:22	492.451000	0.000000	\N	\N	\N	\N	press-left	\N
5420	4	4	2019-08-21 15:10:22	493.097000	0.000000	\N	\N	\N	\N	face-upright	\N
5421	4	4	2019-08-21 15:10:22	493.962000	0.000000	\N	\N	\N	\N	house-upright	\N
5422	4	4	2019-08-21 15:10:22	494.729000	0.000000	\N	\N	\N	\N	checker-right	\N
5423	4	4	2019-08-21 15:10:22	495.111000	0.000000	\N	\N	\N	\N	press-right	\N
5424	4	4	2019-08-21 15:10:22	495.577000	0.000000	\N	\N	\N	\N	house-inverted	\N
5425	4	4	2019-08-21 15:10:22	496.460000	0.000000	\N	\N	\N	\N	house-upright	\N
5426	4	4	2019-08-21 15:10:22	497.442000	0.000000	\N	\N	\N	\N	checker-right	\N
5427	4	4	2019-08-21 15:10:22	497.812000	0.000000	\N	\N	\N	\N	press-right	\N
5428	4	4	2019-08-21 15:10:22	498.440000	0.000000	\N	\N	\N	\N	checker-left	\N
5429	4	4	2019-08-21 15:10:22	498.830000	0.000000	\N	\N	\N	\N	press-left	\N
5430	4	4	2019-08-21 15:10:22	499.323000	0.000000	\N	\N	\N	\N	house-inverted	\N
5431	4	4	2019-08-21 15:10:22	500.122000	0.000000	\N	\N	\N	\N	face-inverted	\N
5432	4	4	2019-08-21 15:10:22	501.005000	0.000000	\N	\N	\N	\N	face-upright	\N
5433	4	4	2019-08-21 15:10:22	501.870000	0.000000	\N	\N	\N	\N	checker-left	\N
5434	4	4	2019-08-21 15:10:22	502.256000	0.000000	\N	\N	\N	\N	press-left	\N
5435	4	4	2019-08-21 15:10:22	502.687000	0.000000	\N	\N	\N	\N	house-inverted	\N
5436	4	4	2019-08-21 15:10:22	503.485000	0.000000	\N	\N	\N	\N	face-upright	\N
5437	4	4	2019-08-21 15:10:22	504.268000	0.000000	\N	\N	\N	\N	face-inverted	\N
5438	4	4	2019-08-21 15:10:22	505.033000	0.000000	\N	\N	\N	\N	checker-right	\N
5439	4	4	2019-08-21 15:10:22	505.490000	0.000000	\N	\N	\N	\N	press-right	\N
5440	4	4	2019-08-21 15:10:22	505.883000	0.000000	\N	\N	\N	\N	house-upright	\N
5441	4	4	2019-08-21 15:10:22	506.815000	0.000000	\N	\N	\N	\N	face-upright	\N
5442	4	4	2019-08-21 15:10:22	507.714000	0.000000	\N	\N	\N	\N	face-inverted	\N
5443	4	4	2019-08-21 15:10:22	508.530000	0.000000	\N	\N	\N	\N	house-inverted	\N
5444	4	4	2019-08-21 15:10:22	509.362000	0.000000	\N	\N	\N	\N	house-upright	\N
5445	4	4	2019-08-21 15:10:22	510.194000	0.000000	\N	\N	\N	\N	checker-left	\N
5446	4	4	2019-08-21 15:10:22	510.549000	0.000000	\N	\N	\N	\N	press-left	\N
5447	4	4	2019-08-21 15:10:22	511.177000	0.000000	\N	\N	\N	\N	checker-right	\N
5448	4	4	2019-08-21 15:10:22	511.606000	0.000000	\N	\N	\N	\N	press-right	\N
5449	4	4	2019-08-21 15:10:22	511.992000	0.000000	\N	\N	\N	\N	house-upright	\N
5450	4	4	2019-08-21 15:10:22	512.842000	0.000000	\N	\N	\N	\N	house-inverted	\N
5451	4	4	2019-08-21 15:10:22	513.841000	0.000000	\N	\N	\N	\N	face-inverted	\N
5452	4	4	2019-08-21 15:10:22	514.689000	0.000000	\N	\N	\N	\N	checker-right	\N
5453	4	4	2019-08-21 15:10:22	515.033000	0.000000	\N	\N	\N	\N	press-right	\N
5454	4	4	2019-08-21 15:10:22	515.522000	0.000000	\N	\N	\N	\N	checker-left	\N
5455	4	4	2019-08-21 15:10:22	515.890000	0.000000	\N	\N	\N	\N	press-left	\N
5456	4	4	2019-08-21 15:10:22	516.288000	0.000000	\N	\N	\N	\N	face-upright	\N
5457	4	4	2019-08-21 15:10:22	517.054000	0.000000	\N	\N	\N	\N	checker-right	\N
5458	4	4	2019-08-21 15:10:22	517.391000	0.000000	\N	\N	\N	\N	press-right	\N
5459	4	4	2019-08-21 15:10:22	518.020000	0.000000	\N	\N	\N	\N	checker-left	\N
5460	4	4	2019-08-21 15:10:22	518.318000	0.000000	\N	\N	\N	\N	press-left	\N
5461	4	4	2019-08-21 15:10:22	518.936000	0.000000	\N	\N	\N	\N	house-inverted	\N
5462	4	4	2019-08-21 15:10:22	519.701000	0.000000	\N	\N	\N	\N	face-inverted	\N
5463	4	4	2019-08-21 15:10:22	520.667000	0.000000	\N	\N	\N	\N	house-upright	\N
5464	4	4	2019-08-21 15:10:22	521.599000	0.000000	\N	\N	\N	\N	face-upright	\N
5465	4	4	2019-08-21 15:10:22	522.614000	0.000000	\N	\N	\N	\N	face-inverted	\N
5466	4	4	2019-08-21 15:10:22	523.514000	0.000000	\N	\N	\N	\N	house-upright	\N
5467	4	4	2019-08-21 15:10:22	524.362000	0.000000	\N	\N	\N	\N	checker-right	\N
5468	4	4	2019-08-21 15:10:22	524.706000	0.000000	\N	\N	\N	\N	press-right	\N
5469	4	4	2019-08-21 15:10:22	525.229000	0.000000	\N	\N	\N	\N	face-upright	\N
5470	4	4	2019-08-21 15:10:22	526.211000	0.000000	\N	\N	\N	\N	checker-left	\N
5471	4	4	2019-08-21 15:10:22	526.581000	0.000000	\N	\N	\N	\N	press-left	\N
5472	4	4	2019-08-21 15:10:22	527.010000	0.000000	\N	\N	\N	\N	house-inverted	\N
5473	4	4	2019-08-21 15:10:22	527.992000	0.000000	\N	\N	\N	\N	checker-right	\N
5474	4	4	2019-08-21 15:10:22	528.284000	0.000000	\N	\N	\N	\N	press-right	\N
5475	4	4	2019-08-21 15:10:22	528.857000	0.000000	\N	\N	\N	\N	house-upright	\N
5476	4	4	2019-08-21 15:10:22	529.807000	0.000000	\N	\N	\N	\N	house-inverted	\N
5477	4	4	2019-08-21 15:10:22	530.756000	0.000000	\N	\N	\N	\N	face-inverted	\N
5478	4	4	2019-08-21 15:10:22	531.737000	0.000000	\N	\N	\N	\N	checker-left	\N
5479	4	4	2019-08-21 15:10:22	532.083000	0.000000	\N	\N	\N	\N	press-left	\N
5480	4	4	2019-08-21 15:10:22	532.720000	0.000000	\N	\N	\N	\N	face-upright	\N
5481	4	4	2019-08-21 15:10:22	533.536000	0.000000	\N	\N	\N	\N	house-inverted	\N
5482	4	4	2019-08-21 15:10:22	534.468000	0.000000	\N	\N	\N	\N	face-upright	\N
5483	4	4	2019-08-21 15:10:22	535.301000	0.000000	\N	\N	\N	\N	checker-right	\N
5484	4	4	2019-08-21 15:10:22	535.600000	0.000000	\N	\N	\N	\N	press-right	\N
5485	4	4	2019-08-21 15:10:22	536.283000	0.000000	\N	\N	\N	\N	house-upright	\N
5486	4	4	2019-08-21 15:10:22	537.165000	0.000000	\N	\N	\N	\N	checker-left	\N
5487	4	4	2019-08-21 15:10:22	537.574000	0.000000	\N	\N	\N	\N	press-left	\N
5488	4	4	2019-08-21 15:10:22	538.064000	0.000000	\N	\N	\N	\N	face-inverted	\N
5489	4	4	2019-08-21 15:10:22	538.863000	0.000000	\N	\N	\N	\N	face-inverted	\N
5490	4	4	2019-08-21 15:10:22	539.779000	0.000000	\N	\N	\N	\N	house-upright	\N
5491	4	4	2019-08-21 15:10:22	540.728000	0.000000	\N	\N	\N	\N	house-inverted	\N
5492	4	4	2019-08-21 15:10:22	541.594000	0.000000	\N	\N	\N	\N	checker-right	\N
5493	4	4	2019-08-21 15:10:22	541.928000	0.000000	\N	\N	\N	\N	press-right	\N
5494	4	4	2019-08-21 15:10:22	542.359000	0.000000	\N	\N	\N	\N	checker-left	\N
5495	4	4	2019-08-21 15:10:22	543.016000	0.000000	\N	\N	\N	\N	press-left	\N
5496	4	4	2019-08-21 15:10:22	543.142000	0.000000	\N	\N	\N	\N	face-upright	\N
5497	4	4	2019-08-21 15:10:22	544.141000	0.000000	\N	\N	\N	\N	face-inverted	\N
5498	4	4	2019-08-21 15:10:22	544.974000	0.000000	\N	\N	\N	\N	house-inverted	\N
5499	4	4	2019-08-21 15:10:22	545.772000	0.000000	\N	\N	\N	\N	house-upright	\N
5500	4	4	2019-08-21 15:10:22	546.638000	0.000000	\N	\N	\N	\N	checker-left	\N
5501	4	4	2019-08-21 15:10:22	546.986000	0.000000	\N	\N	\N	\N	press-left	\N
5502	4	4	2019-08-21 15:10:22	547.570000	0.000000	\N	\N	\N	\N	checker-right	\N
5503	4	4	2019-08-21 15:10:22	547.934000	0.000000	\N	\N	\N	\N	press-right	\N
5504	4	4	2019-08-21 15:10:22	548.586000	0.000000	\N	\N	\N	\N	face-upright	\N
5505	4	4	2019-08-21 15:10:22	549.436000	0.000000	\N	\N	\N	\N	house-upright	\N
5506	4	4	2019-08-21 15:10:22	550.284000	0.000000	\N	\N	\N	\N	face-inverted	\N
5507	4	4	2019-08-21 15:10:22	551.184000	0.000000	\N	\N	\N	\N	checker-left	\N
5508	4	4	2019-08-21 15:10:22	551.440000	0.000000	\N	\N	\N	\N	press-left	\N
5509	4	4	2019-08-21 15:10:22	552.032000	0.000000	\N	\N	\N	\N	house-inverted	\N
5510	4	4	2019-08-21 15:10:22	552.864000	0.000000	\N	\N	\N	\N	face-upright	\N
5511	4	4	2019-08-21 15:10:22	553.647000	0.000000	\N	\N	\N	\N	checker-right	\N
5512	4	4	2019-08-21 15:10:22	553.970000	0.000000	\N	\N	\N	\N	press-right	\N
5513	4	4	2019-08-21 15:10:22	554.562000	0.000000	\N	\N	\N	\N	face-inverted	\N
5514	4	4	2019-08-21 15:10:22	555.379000	0.000000	\N	\N	\N	\N	checker-right	\N
5515	4	4	2019-08-21 15:10:22	555.773000	0.000000	\N	\N	\N	\N	press-right	\N
