PhysiologicalChannelID	PhysiologicalFileID	PhysiologicalChannelTypeID	PhysiologicalStatusTypeID	InsertTime	Name	Description	SamplingFrequency	LowCutoff	HighCutoff	ManualFlag	Notch	Reference	StatusDescription	Unit	FilePath
275	3	1	1	2019-08-21 15:10:14	A19	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
276	3	1	1	2019-08-21 15:10:14	A20	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
277	3	1	1	2019-08-21 15:10:14	A21	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
278	3	1	1	2019-08-21 15:10:14	A22	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
279	3	1	1	2019-08-21 15:10:14	A23	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
280	3	1	1	2019-08-21 15:10:14	A24	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
281	3	1	1	2019-08-21 15:10:14	A25	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
282	3	1	1	2019-08-21 15:10:14	A26	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
283	3	1	1	2019-08-21 15:10:14	A27	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
284	3	1	1	2019-08-21 15:10:14	A28	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
285	3	1	1	2019-08-21 15:10:14	A29	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
286	3	1	1	2019-08-21 15:10:14	A30	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
287	3	1	1	2019-08-21 15:10:14	A31	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
288	3	1	1	2019-08-21 15:10:14	A32	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
289	3	1	1	2019-08-21 15:10:14	B1	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
290	3	1	1	2019-08-21 15:10:14	B2	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
291	3	1	1	2019-08-21 15:10:14	B3	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
292	3	1	1	2019-08-21 15:10:14	B4	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
293	3	1	1	2019-08-21 15:10:14	B5	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
294	3	1	1	2019-08-21 15:10:14	B6	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
295	3	1	1	2019-08-21 15:10:14	B7	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
296	3	1	1	2019-08-21 15:10:14	B8	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
297	3	1	1	2019-08-21 15:10:14	B9	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
298	3	1	1	2019-08-21 15:10:14	B10	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
299	3	1	1	2019-08-21 15:10:14	B11	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
300	3	1	1	2019-08-21 15:10:14	B12	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
301	3	1	1	2019-08-21 15:10:14	B13	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
302	3	1	1	2019-08-21 15:10:14	B14	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
303	3	1	1	2019-08-21 15:10:14	B15	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
304	3	1	1	2019-08-21 15:10:14	B16	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
305	3	1	1	2019-08-21 15:10:14	B17	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
306	3	1	1	2019-08-21 15:10:14	B18	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
307	3	1	1	2019-08-21 15:10:14	B19	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
308	3	1	1	2019-08-21 15:10:14	B20	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
309	3	1	1	2019-08-21 15:10:14	B21	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
310	3	1	1	2019-08-21 15:10:14	B22	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
311	3	1	1	2019-08-21 15:10:14	B23	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
312	3	1	1	2019-08-21 15:10:14	B24	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
313	3	1	1	2019-08-21 15:10:14	B25	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
314	3	1	1	2019-08-21 15:10:14	B26	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
315	3	1	1	2019-08-21 15:10:14	B27	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
316	3	1	1	2019-08-21 15:10:14	B28	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
317	3	1	1	2019-08-21 15:10:14	B29	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
318	3	1	1	2019-08-21 15:10:14	B30	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
319	3	1	1	2019-08-21 15:10:14	B31	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
320	3	1	1	2019-08-21 15:10:14	B32	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
321	3	1	1	2019-08-21 15:10:14	C1	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
322	3	1	1	2019-08-21 15:10:14	C2	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
323	3	1	1	2019-08-21 15:10:14	C3	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
324	3	1	1	2019-08-21 15:10:14	C4	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
325	3	1	1	2019-08-21 15:10:14	C5	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
326	3	1	1	2019-08-21 15:10:14	C6	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
327	3	1	1	2019-08-21 15:10:14	C7	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
328	3	1	1	2019-08-21 15:10:14	C8	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
329	3	1	1	2019-08-21 15:10:14	C9	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
330	3	1	1	2019-08-21 15:10:14	C10	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
331	3	1	1	2019-08-21 15:10:14	C11	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
332	3	1	1	2019-08-21 15:10:14	C12	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
333	3	1	1	2019-08-21 15:10:14	C13	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
334	3	1	1	2019-08-21 15:10:14	C14	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
335	3	1	1	2019-08-21 15:10:14	C15	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
336	3	1	1	2019-08-21 15:10:14	C16	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
337	3	1	1	2019-08-21 15:10:14	C17	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
338	3	1	1	2019-08-21 15:10:14	C18	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
339	3	1	1	2019-08-21 15:10:14	C19	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
340	3	1	1	2019-08-21 15:10:14	C20	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
341	3	1	1	2019-08-21 15:10:14	C21	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
342	3	1	1	2019-08-21 15:10:14	C22	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
343	3	1	1	2019-08-21 15:10:14	C23	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
344	3	1	1	2019-08-21 15:10:14	C24	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
345	3	1	1	2019-08-21 15:10:14	C25	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
346	3	1	1	2019-08-21 15:10:14	C26	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
347	3	1	1	2019-08-21 15:10:14	C27	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
348	3	1	1	2019-08-21 15:10:14	C28	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
349	3	1	1	2019-08-21 15:10:14	C29	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
350	3	1	1	2019-08-21 15:10:14	C30	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
351	3	1	1	2019-08-21 15:10:14	C31	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
352	3	1	1	2019-08-21 15:10:14	C32	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
353	3	1	1	2019-08-21 15:10:14	D1	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
354	3	1	1	2019-08-21 15:10:14	D2	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
355	3	1	1	2019-08-21 15:10:14	D3	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
356	3	1	1	2019-08-21 15:10:14	D4	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
357	3	1	1	2019-08-21 15:10:14	D5	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
358	3	1	1	2019-08-21 15:10:14	D6	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
359	3	1	1	2019-08-21 15:10:14	D7	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
360	3	1	1	2019-08-21 15:10:14	D8	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
361	3	1	1	2019-08-21 15:10:14	D9	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
362	3	1	1	2019-08-21 15:10:14	D10	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
363	3	1	1	2019-08-21 15:10:14	D11	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
364	3	1	1	2019-08-21 15:10:14	D12	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
365	3	1	1	2019-08-21 15:10:14	D13	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
366	3	1	1	2019-08-21 15:10:14	D14	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
367	3	1	1	2019-08-21 15:10:14	D15	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
368	3	1	1	2019-08-21 15:10:14	D16	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
369	3	1	1	2019-08-21 15:10:14	D17	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
370	3	1	1	2019-08-21 15:10:14	D18	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
371	3	1	1	2019-08-21 15:10:14	D19	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
372	3	1	1	2019-08-21 15:10:14	D20	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
373	3	1	1	2019-08-21 15:10:14	D21	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
374	3	1	1	2019-08-21 15:10:14	D22	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
375	3	1	1	2019-08-21 15:10:14	D23	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
376	3	1	1	2019-08-21 15:10:14	D24	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
377	3	1	1	2019-08-21 15:10:14	D25	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
378	3	1	1	2019-08-21 15:10:14	D26	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
379	3	1	1	2019-08-21 15:10:14	D27	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
380	3	1	1	2019-08-21 15:10:14	D28	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
381	3	1	1	2019-08-21 15:10:14	D29	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
382	3	1	1	2019-08-21 15:10:14	D30	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
383	3	1	1	2019-08-21 15:10:14	D31	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
384	3	1	1	2019-08-21 15:10:14	D32	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT174/ses-V1/eeg/sub-OTT174_ses-V1_task-faceO_channels.tsv
385	4	1	1	2019-08-21 15:10:22	A1	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_channels.tsv
386	4	1	1	2019-08-21 15:10:22	A2	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_channels.tsv
387	4	1	1	2019-08-21 15:10:22	A3	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_channels.tsv
388	4	1	1	2019-08-21 15:10:22	A4	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_channels.tsv
389	4	1	1	2019-08-21 15:10:22	A5	\N	\N	\N	\N	\N	\N	\N	\N	microV	bids_imports/Face13_BIDSVersion_1.1.0/sub-OTT176/ses-V1/eeg/sub-OTT176_ses-V1_task-faceO_channels.tsv
